Subject,Gender,Education05,Income87,Job05,Income05,Weight05,HeightFeet05,HeightInch05,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,FamilyIncome78,Science,Arith,Word,Parag,Number,Coding,Auto,Math,Mechanic,Elec,AFQT,Esteem81_1,Esteem81_2,Esteem81_3,Esteem81_4,Esteem81_5,Esteem81_6,Esteem81_7,Esteem81_8,Esteem81_9,Esteem81_10,Esteem87_1,Esteem87_2,Esteem87_3,Esteem87_4,Esteem87_5,Esteem87_6,Esteem87_7,Esteem87_8,Esteem87_9,Esteem87_10
1176,male,16,5700,4700 TO 4960: Sales and Related Workers,77000,225,6,0,1,1,0,12,18,33000,13,14,24,13,49,72,11,14,12,8,62.064,1,1,3,1,3,1,2,2,3,3,2,2,3,1,4,2,2,3,3,3
1179,female,12,11500,500 TO 950: Management Related Occupations,35000,190,5,6,1,1,1,12,12,0,12,22,29,13,41,51,9,16,16,3,74.366,1,1,4,2,4,2,2,2,3,3,1,1,4,1,4,1,2,2,3,3
1182,female,18,16000,2200 TO 2340: Teachers,48000,150,5,7,1,1,1,17,18,49000,20,27,33,15,47,58,17,21,11,13,91.545,1,1,4,1,3,2,2,4,4,4,1,1,4,1,4,2,2,3,2,3
1185,male,20,38000,"",268384,178,5,11,1,1,1,16,16,30000,25,30,34,15,37,24,22,25,23,17,100,1,1,4,2,4,2,2,3,2,4,1,1,4,1,4,1,2,3,2,4
1186,male,16,15000,"10 TO 430: Executive, Administrative and Managerial Occupations",140000,190,6,0,1,1,1,16,16,30000,22,25,27,6,25,32,18,21,16,16,58.93,2,2,3,2,3,2,3,3,3,3,1,1,4,1,4,1,3,4,4,4
1187,female,19,17000,2200 TO 2340: Teachers,39000,153,5,5,1,1,1,12,12,20000,21,25,33,14,28,42,12,23,14,14,86.394,1,1,2,2,4,2,2,2,2,3,1,1,4,2,4,2,2,4,4,4
1200,female,16,9000,6200 TO 6940: Construction Trade and Extraction Workers,9000,183,5,1,0,0,1,12,6,10700,13,13,31,11,20,49,15,15,15,11,49.449,1,1,4,1,4,1,2,4,1,2,1,1,4,1,4,2,4,4,2,2
1208,female,20,27000,500 TO 950: Management Related Occupations,120000,250,5,7,1,1,1,9,9,13000,22,26,34,14,38,54,8,22,14,14,82.941,2,2,3,2,3,2,2,3,3,3,2,2,4,2,1,2,2,3,2,3
1221,female,12,9000,4500 TO 4650: Personal Care and Service Workers,16200,180,5,6,0,0,0,11,9,5124,6,3,4,4,10,24,4,4,10,5,0.899,1,1,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
1222,male,12,13000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",38000,210,5,9,0,1,0,11,9,5124,8,7,11,3,34,21,6,8,10,3,7.51,2,2,3,2,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3
1223,female,13,9500,4200 TO 4250: Cleaning and Building Service Occupations,15000,160,5,9,0,0,0,11,9,5124,7,8,8,2,23,6,6,5,7,10,1.552,1,1,3,1,3,1,1,1,3,3,2,2,3,2,3,3,2,3,3,3
1224,female,13,2121,3300 TO 3650: Health Care Technical and Support Occupations,12000,220,5,10,0,1,0,11,9,7000,12,12,19,10,17,18,10,6,9,11,15.04,1,1,4,2,4,1,1,3,3,4,2,2,3,2,3,2,2,2,2,3
1233,female,14,12300,"2100 TO 2150: Lawyers, Judges and Legal Support Workers",42000,118,5,6,1,1,1,12,12,18000,16,12,29,12,25,18,17,9,16,14,36.925,2,2,4,1,4,1,1,4,3,4,1,1,4,1,4,1,1,4,4,4
1238,female,13,0,3300 TO 3650: Health Care Technical and Support Occupations,62000,175,5,7,0,1,1,12,12,8642,20,20,34,11,28,39,15,13,15,14,54.782,1,1,3,1,3,1,1,3,3,3,2,2,4,2,3,2,2,2,2,3
1240,female,18,6000,1800 TO 1860: Social Scientists and Related Workers,52000,165,5,10,1,1,1,12,12,25000,22,26,32,11,38,47,10,16,10,13,70.563,1,1,4,1,4,1,2,4,4,4,2,2,3,2,3,2,2,4,4,3
1247,male,12,0,6200 TO 6940: Construction Trade and Extraction Workers,8000,215,5,11,0,1,0,9,9,17000,14,10,18,6,22,10,10,2,15,8,12.838,1,1,4,1,3,1,2,3,3,3,2,2,3,1,3,2,2,2,2,3
1249,male,12,14000,"10 TO 430: Executive, Administrative and Managerial Occupations",80000,215,6,0,1,1,1,11,11,12475,19,23,35,14,30,35,22,7,19,16,64.562,2,2,3,2,3,2,3,3,3,3,1,1,2,1,3,2,2,3,2,3
1250,female,12,3500,"2400 TO 2550: Education, Training and Library Workers",17000,130,5,1,1,1,1,12,12,12475,16,15,27,12,27,15,16,14,18,12,31.365,2,2,4,2,4,2,2,3,3,3,1,1,3,1,3,1,1,3,3,3
1251,female,12,9100,4700 TO 4960: Sales and Related Workers,31000,120,5,7,1,1,1,12,12,22000,12,11,23,12,38,49,11,9,10,8,36.464,1,1,4,1,4,1,1,4,4,4,1,1,3,2,3,2,2,3,3,3
1252,female,17,36000,500 TO 950: Management Related Occupations,16000,125,5,7,1,1,1,12,12,26000,18,20,26,14,49,82,10,18,16,9,54.28,1,1,3,1,3,1,2,3,4,4,1,2,4,2,4,1,2,4,4,4
1253,female,12,10000,5000 TO 5930: Office and Administrative Support Workers,21600,170,5,7,1,1,1,12,14,26000,10,19,16,13,26,39,6,12,8,7,52.948,1,1,4,1,4,1,1,4,4,4,2,2,3,2,3,2,2,3,3,3
1255,female,18,28160,"10 TO 430: Executive, Administrative and Managerial Occupations",87000,135,5,5,1,1,1,12,14,15000,13,28,32,15,37,75,10,19,11,7,93.903,1,1,4,1,3,2,3,2,2,2,1,1,4,1,4,1,1,4,4,4
1256,male,13,-1,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",50000,205,5,11,1,1,1,13,12,9056,15,11,19,7,15,24,12,7,12,9,17.735,1,1,4,1,4,1,2,3,4,4,1,1,4,1,4,1,1,1,4,4
1257,male,12,1500,4000 TO 4160: Food Preparation and Serving Related Occupations,23000,239,6,5,1,1,1,12,12,18000,15,16,20,7,18,27,13,10,13,11,34.121,1,1,4,1,4,1,1,4,4,4,2,2,3,2,3,2,2,3,3,3
1258,female,14,2000,5000 TO 5930: Office and Administrative Support Workers,3000,135,5,5,1,1,1,12,9,26000,17,26,30,11,48,62,16,19,19,13,62.762,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,1,1,4,3,4
1260,male,9,25000,6200 TO 6940: Construction Trade and Extraction Workers,35000,210,5,10,0,1,0,12,12,13000,9,9,15,5,25,41,11,8,16,10,10.889,1,1,4,2,3,1,2,2,3,3,2,2,3,1,4,2,2,2,3,3
1261,female,14,11000,"7900 TO 8960: Setters, Operators and Tenders",50000,115,4,11,1,1,1,14,12,5400,17,21,30,14,50,65,12,21,16,13,66.079,1,1,4,2,3,2,2,3,3,3,2,2,4,2,4,2,2,3,3,4
1268,male,16,0,"10 TO 430: Executive, Administrative and Managerial Occupations",90000,182,6,1,1,1,1,12,12,23000,24,28,35,15,38,54,21,24,24,17,98.102,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
1272,male,12,18553,500 TO 950: Management Related Occupations,39000,245,5,11,1,1,1,12,9,22000,13,22,18,9,31,28,24,11,21,16,37.465,1,1,3,1,3,1,1,2,3,1,1,1,1,1,3,1,2,3,4,3
1273,male,13,6000,4700 TO 4960: Sales and Related Workers,24000,205,7,7,1,1,1,12,9,22000,22,26,30,11,25,32,22,14,17,17,68.375,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,3,3
1276,female,16,10500,5000 TO 5930: Office and Administrative Support Workers,46000,175,5,4,1,1,1,12,16,35000,17,21,32,15,47,59,16,18,16,13,92.033,1,1,4,2,4,1,1,3,2,2,1,1,4,1,4,2,1,3,3,3
1279,female,15,10500,3000 TO 3260: Health Diagnosing and Treating Practitioners,24000,158,5,4,1,1,1,17,16,38400,22,24,35,13,50,82,16,22,15,15,81.419,1,1,4,1,4,2,2,3,3,4,1,2,4,1,4,2,2,2,4,4
1286,female,16,7000,2200 TO 2340: Teachers,32000,185,5,5,0,1,1,12,12,18000,10,7,22,5,19,47,4,1,7,6,6.841,1,1,3,1,3,1,1,3,3,3,2,2,3,2,3,2,2,2,3,3
1287,male,14,16000,9000 TO 9750: Transportation and Material Moving Workers,50000,260,6,0,1,1,0,12,12,18000,5,9,16,4,19,37,9,8,6,8,7.088,1,1,3,1,3,1,1,3,4,4,2,2,3,2,3,3,2,2,3,3
1288,male,14,12000,5000 TO 5930: Office and Administrative Support Workers,21000,245,6,0,0,0,1,10,9,4800,5,10,11,9,36,45,5,7,14,6,10.393,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,1,4,4
1290,female,14,2200,5000 TO 5930: Office and Administrative Support Workers,36000,123,5,6,0,1,1,12,9,10232,18,13,26,13,27,27,13,13,10,12,38.983,1,1,4,1,4,1,1,4,3,3,1,1,4,2,4,2,2,3,4,4
1291,male,13,15000,4700 TO 4960: Sales and Related Workers,16000,200,6,1,1,1,1,12,9,10232,9,9,20,4,17,33,11,2,13,8,8.107,1,1,4,3,4,1,1,4,4,4,1,1,4,1,2,1,1,1,3,3
1293,female,16,16900,9000 TO 9750: Transportation and Material Moving Workers,36000,180,5,1,0,1,1,12,13,40700,12,13,21,11,46,63,6,17,12,7,35.191,1,1,4,1,4,1,1,4,2,4,2,1,4,1,4,2,2,3,2,2
1294,male,15,19960,4700 TO 4960: Sales and Related Workers,209138,165,5,6,1,1,1,12,12,20000,15,22,25,9,29,39,12,11,16,13,51.781,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,2,4
1301,male,14,15000,4700 TO 4960: Sales and Related Workers,25000,160,5,8,0,0,0,12,0,8180,10,14,27,9,38,48,24,8,16,10,27.851,1,1,4,2,4,1,2,2,3,4,1,1,4,1,4,2,2,4,4,4
1311,male,16,59387,500 TO 950: Management Related Occupations,130000,290,6,0,1,1,0,11,11,17000,18,22,27,11,36,42,19,12,19,14,46.54,1,1,3,1,3,1,1,3,3,3,1,1,4,1,4,1,1,4,3,3
1312,female,12,700,4700 TO 4960: Sales and Related Workers,18000,150,5,4,1,1,1,10,7,16000,17,14,31,13,36,40,11,6,9,11,41.138,2,2,2,3,3,3,2,4,2,2,1,2,3,2,3,2,2,3,2,3
1315,male,15,7000,4700 TO 4960: Sales and Related Workers,257286,220,6,3,1,1,1,14,17,40000,12,16,29,13,36,49,19,12,20,12,70.51,1,1,3,1,4,2,2,3,3,3,1,1,3,1,4,1,1,3,3,3
1318,male,8,12500,"7000 TO 7620: Installation, Maintenance and Repairs Workers",37000,330,5,9,0,0,0,6,3,14000,14,21,12,8,17,34,21,6,20,16,22.661,2,2,3,2,3,3,2,3,3,3,2,2,3,2,3,2,2,3,2,3
1319,male,12,19000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",43000,220,6,2,0,0,0,6,3,14000,9,5,11,5,13,12,9,8,4,5,6.629,1,2,3,2,3,1,1,3,3,4,2,2,3,2,3,2,2,2,2,2
1320,male,13,21000,1000 TO 1240: Mathematical and Computer Scientists,78000,194,6,0,1,0,1,11,11,26000,22,30,35,15,20,41,25,24,25,20,100,2,2,3,2,4,2,2,2,3,4,2,1,4,2,3,2,2,2,3,4
1321,male,13,19000,500 TO 950: Management Related Occupations,56000,180,6,1,0,0,1,8,14,11500,13,23,21,14,44,61,20,9,10,13,51.798,1,1,3,1,3,1,2,3,3,4,2,1,3,2,4,2,2,3,3,4
1323,female,17,18200,2200 TO 2340: Teachers,42000,126,5,3,1,1,1,12,12,27000,14,26,30,13,26,43,13,22,15,14,85.328,1,1,3,1,3,2,2,3,3,3,1,1,4,1,4,1,1,3,3,4
1327,female,12,11800,4700 TO 4960: Sales and Related Workers,53000,180,5,5,1,1,1,12,11,21800,14,16,32,12,40,65,11,13,13,9,59.279,1,1,4,1,3,1,1,3,4,4,1,1,3,1,4,2,2,3,2,3
1338,male,13,0,"7900 TO 8960: Setters, Operators and Tenders",42000,205,6,1,0,1,1,12,8,11000,18,19,30,14,34,56,15,12,16,18,66.383,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,3
1344,female,18,27000,"10 TO 430: Executive, Administrative and Managerial Occupations",72000,130,5,5,0,1,1,12,4,10000,16,19,28,14,40,47,11,18,18,15,67.442,1,1,4,1,4,2,1,4,3,1,1,2,4,2,4,1,1,4,3,4
1347,female,16,20000,4700 TO 4960: Sales and Related Workers,157280,130,5,4,0,1,1,12,12,18000,7,17,27,12,33,18,11,12,11,3,50.056,1,1,3,1,4,1,1,3,4,4,1,1,4,1,4,1,1,4,4,4
1351,male,12,10000,7800 TO 7850: Food Preparation Occupations,13000,185,6,0,1,1,1,11,12,15000,11,12,25,6,34,43,11,15,7,8,54.619,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,2,2,3,4,4
1353,male,12,14000,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",20000,175,5,11,0,1,0,12,12,23000,14,13,29,11,31,53,17,12,11,14,50.963,2,2,3,3,2,2,2,3,2,3,2,2,4,2,4,2,3,2,3,4
1357,male,12,21000,"10 TO 430: Executive, Administrative and Managerial Occupations",38000,205,6,0,0,1,1,12,12,13000,11,9,10,5,28,52,16,6,14,8,5.401,1,1,4,1,4,1,2,4,4,4,2,2,3,2,3,2,2,3,2,3
1360,female,12,9000,5000 TO 5930: Office and Administrative Support Workers,27000,148,5,4,1,1,1,11,8,6000,10,14,25,13,29,37,7,6,4,5,28.956,1,1,4,1,4,1,1,4,4,4,2,2,3,2,3,2,2,3,3,3
1362,female,17,25200,"2000 TO 2060: Counselors, Sociala and Religious Workers",70000,130,5,6,1,0,1,14,14,13000,19,29,34,14,48,60,12,25,18,13,96.033,1,1,4,2,3,2,2,3,2,2,1,1,4,2,3,2,2,3,3,4
1366,female,12,20000,5000 TO 5930: Office and Administrative Support Workers,29800,230,5,4,1,1,1,12,16,75001,12,14,31,10,39,51,7,14,5,10,36.305,1,1,4,1,4,1,1,3,3,3,1,1,3,2,3,3,3,2,2,2
1367,male,16,20000,"2400 TO 2550: Education, Training and Library Workers",16000,235,6,2,1,1,1,12,16,75001,19,26,35,13,38,51,14,21,16,16,85.66,2,2,4,2,4,2,2,3,3,3,1,1,4,2,4,1,2,3,3,4
1368,male,16,36000,"10 TO 430: Executive, Administrative and Managerial Occupations",39000,240,6,0,1,1,1,12,16,75001,19,30,34,14,29,47,19,25,14,15,96.899,2,2,3,2,4,1,2,4,2,3,2,2,4,2,4,1,1,4,3,3
1374,female,16,15000,"10 TO 430: Executive, Administrative and Managerial Occupations",15700,115,5,2,1,1,1,16,16,35000,17,15,29,13,44,58,9,18,9,8,69.216,1,1,4,2,3,2,2,2,3,4,2,2,3,2,4,1,2,3,2,2
1384,male,12,6000,3700 TO 3950: Protective Service Occupations,26000,170,5,8,0,1,0,12,10,22000,13,9,17,8,20,23,8,7,8,10,13.4,1,1,4,2,4,2,1,4,4,3,2,2,4,2,3,2,1,3,3,2
1385,female,13,13000,3300 TO 3650: Health Care Technical and Support Occupations,34000,150,5,2,1,1,1,12,10,22000,14,16,22,10,28,23,9,10,5,7,44.576,1,1,4,1,4,1,2,3,3,4,1,1,4,1,4,1,1,4,4,4
1386,male,12,0,"7000 TO 7620: Installation, Maintenance and Repairs Workers",52000,182,5,10,0,1,1,14,12,2000,11,10,21,9,36,33,12,9,15,11,24.991,2,2,4,2,3,2,2,4,4,4,1,1,4,1,4,1,1,4,4,4
1393,male,15,10000,4700 TO 4960: Sales and Related Workers,79000,240,6,1,1,1,1,12,16,12030,19,20,33,13,39,55,25,19,24,17,66.493,2,1,4,1,4,2,2,3,3,4,1,2,3,2,4,2,2,3,3,3
1394,female,16,6000,"10 TO 430: Executive, Administrative and Managerial Occupations",62000,158,5,6,1,1,1,11,10,12030,17,21,29,15,43,59,13,10,8,13,67.269,1,1,4,1,4,1,2,3,4,4,1,1,4,1,4,2,2,4,4,4
1395,female,20,3000,"2000 TO 2060: Counselors, Sociala and Religious Workers",63000,162,5,4,0,1,1,12,12,18000,16,12,31,8,50,32,8,10,8,4,45.317,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,2,2,3,3,3
1397,male,12,19000,9000 TO 9750: Transportation and Material Moving Workers,45000,195,6,0,0,0,0,8,8,17000,18,15,29,10,24,33,14,11,12,12,26.78,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,3,3
1399,female,14,17000,5000 TO 5930: Office and Administrative Support Workers,45000,185,5,2,1,1,0,10,16,20000,14,20,30,14,48,65,10,15,13,9,74.636,1,1,4,2,4,2,2,3,4,4,2,2,3,2,3,2,2,3,3,3
1411,female,14,0,9000 TO 9750: Transportation and Material Moving Workers,16000,150,5,3,0,0,0,9,7,8300,15,15,32,10,22,50,13,12,14,9,45.789,3,2,2,2,2,3,3,2,2,2,1,1,3,1,3,2,2,2,2,2
1413,male,11,7000,6200 TO 6940: Construction Trade and Extraction Workers,19000,303,5,6,0,1,0,9,8,3000,7,7,11,6,25,36,15,5,11,4,1.65,2,2,3,2,2,3,2,2,3,3,2,2,3,2,3,2,2,3,3,3
1416,female,12,1300,3300 TO 3650: Health Care Technical and Support Occupations,12000,162,5,2,1,0,1,9,12,15888,12,10,13,11,27,46,7,8,11,6,20.731,2,2,3,2,3,2,2,3,3,3,1,1,3,2,3,2,2,3,3,3
1418,male,12,23000,4700 TO 4960: Sales and Related Workers,41000,241,6,0,1,0,1,9,12,24000,15,17,23,10,27,13,12,13,11,10,61.57,2,2,4,2,4,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3
1419,female,12,8000,5000 TO 5930: Office and Administrative Support Workers,22000,185,5,4,1,0,1,9,10,24000,6,9,7,5,13,35,5,6,6,7,4.111,3,2,3,2,3,2,1,4,4,4,2,1,4,2,3,2,1,4,3,4
1426,female,12,20500,5000 TO 5930: Office and Administrative Support Workers,38685,200,5,6,1,1,1,13,15,20000,17,15,29,12,48,57,16,12,15,12,54.506,1,1,4,1,4,1,1,4,4,4,1,1,4,2,4,2,1,3,3,4
1429,male,16,20000,4700 TO 4960: Sales and Related Workers,30000,200,5,9,1,1,0,10,20,50000,15,21,34,14,48,56,9,21,11,7,82.219,2,2,3,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,3,3
1432,male,16,19000,3700 TO 3950: Protective Service Occupations,42000,190,5,6,0,1,0,11,12,10000,16,8,20,10,25,41,10,7,7,10,18.811,2,2,3,2,3,2,2,3,3,3,1,1,3,2,4,2,1,4,3,4
1433,male,17,11500,4700 TO 4960: Sales and Related Workers,50000,180,5,10,0,1,0,11,12,10000,11,15,21,8,32,23,11,16,16,13,36.667,1,1,4,1,4,1,2,3,4,4,1,1,3,1,3,1,1,3,4,4
1434,male,11,21000,4200 TO 4250: Cleaning and Building Service Occupations,31980,220,6,0,0,0,0,6,4,6200,12,10,6,2,14,16,3,4,9,5,1.985,1,1,3,1,3,1,1,3,3,3,2,2,3,2,3,2,3,3,3,2
1436,female,11,0,4200 TO 4250: Cleaning and Building Service Occupations,10000,135,5,4,0,1,0,11,4,1968,9,9,10,5,14,11,7,8,8,5,8.681,2,2,3,2,3,2,2,2,3,3,2,2,3,2,3,2,2,3,3,3
1438,female,12,10515,500 TO 950: Management Related Occupations,27000,220,5,5,0,1,1,10,9,1300,11,9,9,5,22,47,3,5,8,5,4.199,2,2,3,2,3,2,2,3,3,3,1,2,3,1,4,1,1,3,3,3
1440,female,13,0,500 TO 950: Management Related Occupations,22000,200,5,6,0,0,1,11,9,0,7,8,15,7,18,29,7,7,6,7,10.283,1,1,4,1,4,1,1,4,4,4,2,1,3,1,3,1,1,4,3,4
1459,female,14,11700,3300 TO 3650: Health Care Technical and Support Occupations,40000,134,5,4,0,1,0,7,6,10404,20,23,28,14,35,42,14,20,19,14,85.258,1,1,4,1,4,1,1,4,4,4,1,2,3,2,3,2,2,2,2,3
1462,male,12,-1,6200 TO 6940: Construction Trade and Extraction Workers,28600,180,6,1,1,1,1,10,10,15000,14,17,32,11,38,41,21,11,16,14,33.171,2,2,3,2,4,2,2,2,2,3,1,1,4,1,3,1,1,2,2,3
1468,male,12,30000,6200 TO 6940: Construction Trade and Extraction Workers,29000,140,5,10,1,1,1,12,7,52800,19,15,28,13,35,18,19,7,20,15,36.634,2,2,3,2,3,2,2,2,2,3,1,1,3,1,3,2,2,3,3,3
1470,female,18,21000,1800 TO 1860: Social Scientists and Related Workers,35000,125,5,5,0,1,1,11,12,0,13,16,32,13,37,39,14,13,6,11,64.514,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,2
1477,male,16,13000,"10 TO 430: Executive, Administrative and Managerial Occupations",70000,205,5,11,0,1,1,12,12,30000,17,23,27,12,24,38,22,16,21,17,48.936,1,1,4,1,4,2,2,4,4,4,2,2,4,2,2,2,2,3,3,3
1479,male,18,19000,"2000 TO 2060: Counselors, Sociala and Religious Workers",100000,210,6,1,1,1,1,13,17,60000,19,29,33,15,42,65,13,22,22,17,97.372,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,2,3,3,4
1481,male,16,29000,2200 TO 2340: Teachers,71000,235,6,2,1,1,0,12,8,5342,19,25,27,9,34,52,14,19,14,10,49.641,1,1,4,1,4,1,1,4,4,4,2,1,4,1,4,1,2,4,4,4
1484,female,13,30000,"10 TO 430: Executive, Administrative and Managerial Occupations",40000,145,5,2,1,1,1,7,12,7044,12,8,9,4,19,29,9,5,7,4,2.513,1,1,4,1,4,1,1,4,4,4,1,1,3,2,3,2,2,3,2,3
1487,female,13,13000,5000 TO 5930: Office and Administrative Support Workers,45000,247,6,0,0,1,1,12,18,12000,12,16,23,12,50,74,7,9,6,8,42.852,1,2,4,2,4,1,2,4,3,4,1,1,3,2,4,1,2,4,3,4
1490,female,12,6000,3700 TO 3950: Protective Service Occupations,25000,175,5,2,0,0,0,10,11,8460,13,7,17,7,34,30,8,9,9,7,19.642,1,1,4,2,3,1,3,4,2,4,2,1,3,1,3,1,2,3,3,3
1491,female,13,8685,5000 TO 5930: Office and Administrative Support Workers,39000,166,5,5,0,0,1,10,14,7000,12,9,18,8,22,38,6,8,6,10,14.083,1,1,4,1,4,1,1,4,4,4,1,1,4,2,3,1,1,2,3,4
1492,male,14,15000,7700 TO 7750: Production and Operating Workers,45000,190,6,0,1,1,1,12,10,41000,18,27,29,15,26,47,20,19,20,16,82.535,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,4,4
1493,female,12,-2,6200 TO 6940: Construction Trade and Extraction Workers,245549,145,5,3,1,0,1,12,12,19000,16,14,26,15,35,48,11,13,10,8,65.038,1,1,4,2,4,2,1,3,3,3,1,2,3,2,3,2,2,3,3,3
1495,female,12,1000,"",15000,150,5,0,0,0,0,9,5,19000,13,11,24,11,33,45,9,6,5,7,19.342,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,3,3
1499,female,12,7400,5000 TO 5930: Office and Administrative Support Workers,16000,175,5,6,1,1,1,14,15,21700,21,16,27,15,47,70,18,13,16,11,47.406,2,2,4,2,3,2,2,3,3,2,1,2,3,2,3,2,2,3,3,3
1501,male,17,0,"10 TO 430: Executive, Administrative and Managerial Occupations",60000,185,6,2,1,1,1,16,16,45000,18,30,33,15,30,49,24,22,22,19,97.458,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,4,4,4,4
1502,female,16,11000,500 TO 950: Management Related Occupations,12000,155,5,7,1,1,1,16,16,45000,21,29,32,14,50,61,16,24,11,12,98.242,2,2,3,2,3,2,2,2,2,2,1,1,4,1,4,2,1,4,2,3
1503,male,20,3100,2200 TO 2340: Teachers,58000,160,5,10,1,1,1,16,18,8000,19,28,32,11,38,49,19,23,16,14,84.661,1,1,4,1,4,1,1,4,3,4,2,2,3,2,3,3,2,3,3,3
1506,male,12,9000,3300 TO 3650: Health Care Technical and Support Occupations,42000,315,6,2,0,0,1,12,19,20795,24,27,34,15,29,51,23,15,25,18,88.937,2,1,4,2,1,2,4,4,3,3,2,2,2,2,3,3,4,1,1,1
1507,female,12,8000,5000 TO 5930: Office and Administrative Support Workers,22000,170,5,6,0,1,1,14,16,20000,16,13,31,14,45,73,12,11,11,11,60.833,1,1,4,1,4,1,2,3,2,3,2,1,3,1,4,2,2,3,3,1
1508,male,14,21000,3000 TO 3260: Health Diagnosing and Treating Practitioners,35000,145,5,8,0,1,1,14,16,20000,19,30,34,13,50,67,10,22,18,12,96.289,1,1,4,2,4,1,2,3,3,4,1,1,4,1,4,1,1,2,4,4
1509,male,17,12000,"2600 TO 2760: Entertainers and Performers, Sports and Related Workers",25000,210,6,0,1,1,1,13,12,4000,23,28,35,15,41,51,19,15,20,17,90.493,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,1,2,4,2,4
1510,female,16,5000,5000 TO 5930: Office and Administrative Support Workers,26000,230,5,8,0,1,1,12,14,12000,14,23,24,13,28,50,10,15,14,9,66.956,2,2,3,2,4,2,2,2,3,3,1,1,4,2,4,2,2,2,3,4
1512,female,15,19000,5000 TO 5930: Office and Administrative Support Workers,15000,160,5,3,1,1,1,16,13,30500,20,29,33,12,50,70,10,19,13,10,80.758,1,1,4,1,4,2,1,4,2,3,1,1,4,1,4,1,1,4,4,4
1514,female,13,33000,5000 TO 5930: Office and Administrative Support Workers,51000,189,5,5,1,0,0,12,12,50000,15,11,26,12,49,39,14,20,10,12,45.16,2,2,3,2,3,2,2,3,3,3,2,2,4,2,4,2,2,3,3,3
1515,male,12,19000,"10 TO 430: Executive, Administrative and Managerial Occupations",67000,265,5,11,1,1,1,12,11,50000,15,16,27,9,36,49,12,14,20,14,44.773,2,2,4,2,4,2,2,4,4,4,1,1,4,1,4,1,1,4,4,4
1516,female,12,19526,"7900 TO 8960: Setters, Operators and Tenders",23300,210,5,5,0,1,0,11,6,10500,12,7,21,7,38,43,9,6,6,7,8.674,2,1,4,2,4,2,2,3,3,3,2,2,3,2,3,2,3,2,2,3
1521,male,12,0,"10 TO 430: Executive, Administrative and Managerial Occupations",41000,225,5,8,1,1,1,12,10,16000,13,14,18,7,35,30,16,8,16,12,21.457,1,1,3,1,3,1,1,3,2,3,1,1,3,1,3,1,1,2,3,3
1522,female,16,14500,500 TO 950: Management Related Occupations,51300,180,5,6,1,1,0,11,10,21000,17,29,25,13,50,56,12,23,15,9,67.176,1,1,3,2,2,2,2,2,2,3,1,1,4,1,4,1,2,4,4,4
1527,male,12,10000,9000 TO 9750: Transportation and Material Moving Workers,28000,275,5,8,1,1,0,11,10,8200,5,7,9,4,22,15,7,5,8,2,2.099,1,1,4,1,4,1,1,4,4,4,2,2,3,2,3,2,2,2,3,3
1530,female,15,2000,5000 TO 5930: Office and Administrative Support Workers,28000,220,5,9,1,1,0,6,12,14000,10,13,21,7,28,34,7,9,9,5,30.909,2,1,3,2,3,2,3,3,4,4,2,1,4,2,3,2,2,4,3,4
1531,female,12,13000,5000 TO 5930: Office and Administrative Support Workers,26000,155,5,6,0,1,1,13,12,22500,13,21,18,11,48,24,8,17,11,6,44.428,1,1,3,1,4,1,1,4,4,4,1,1,3,2,3,2,2,3,3,3
1532,female,12,10500,5000 TO 5930: Office and Administrative Support Workers,17407,120,5,6,1,1,1,12,9,22500,9,15,14,15,48,40,7,18,12,6,57.544,2,2,3,2,3,2,3,3,3,3,2,2,3,2,3,2,3,3,2,3
1534,female,12,20000,5000 TO 5930: Office and Administrative Support Workers,52000,115,4,10,1,1,1,12,10,26000,5,11,20,12,40,55,8,8,11,10,27.174,1,1,4,1,4,1,1,4,3,4,2,2,3,2,3,2,2,3,2,2
